month_start,atc_level3,total_rx_atc3,known_status_rx_atc3,status_coverage_atc3,filled_rx_atc3,refill_adherence_atc3,unique_patients_atc3,pct_female_atc3,median_age_atc3,pct_admin_visits_atc3,low_coverage_flag_atc3
2023-06-01,R01A,4,3,75.0,2,66.67,4,1325.0,1.0,0.0,0
2023-06-01,R03A,13,12,92.31,10,83.33,13,461.54,9.0,,0
2023-06-01,R03B,4,3,75.0,3,100.0,4,1575.0,4.0,,0
2023-06-01,R03D,7,6,85.71,4,66.67,7,800.0,7.0,,0
2023-06-01,R05C,2,2,100.0,2,100.0,2,3050.0,2.0,,0
2023-06-01,R05D,1,0,0.0,0,,1,4300.0,1.0,,1
2023-06-01,R06A,19,12,63.16,11,91.67,18,215.79,13.0,0.0,1
2023-06-01,S01A,7,3,42.86,3,100.0,7,157.14,5.0,0.0,1
2023-06-01,S01B,1,1,100.0,1,100.0,1,8100.0,1.0,,0
2023-06-01,S01E,3,3,100.0,3,100.0,3,2433.33,2.0,,0
2023-06-01,S02C,1,0,0.0,0,,1,300.0,1.0,0.0,1
2023-06-01,S02D,3,0,0.0,0,,1,466.67,3.0,66.67,1
2023-06-01,S03A,1,0,0.0,0,,1,0.0,0.0,100.0,1
2023-06-01,V06C,3,3,100.0,3,100.0,3,0.0,3.0,,0
2023-06-01,V06D,1,1,100.0,0,0.0,1,0.0,1.0,,0
2023-07-01,A02B,60,44,73.33,42,95.45,54,92.5,43.0,0.0,0
2023-07-01,A03A,4,2,50.0,2,100.0,4,962.5,4.0,0.0,1
2023-07-01,A03F,4,2,50.0,2,100.0,4,1212.5,2.0,0.0,1
2023-07-01,A06A,1,1,100.0,0,0.0,1,8300.0,1.0,,0
2023-07-01,A07A,1,0,0.0,0,,1,2100.0,0.0,0.0,1
2023-07-01,A07C,2,1,50.0,1,100.0,2,1350.0,0.0,0.0,1
2023-07-01,A07E,1,1,100.0,1,100.0,1,7400.0,0.0,,0
2023-07-01,A09A,2,1,50.0,1,100.0,2,3025.0,2.0,0.0,1
2023-07-01,A10A,7,7,100.0,5,71.43,6,742.86,7.0,,0
2023-07-01,A10B,13,7,53.85,6,85.71,12,400.0,11.0,0.0,1
2023-07-01,A11C,9,7,77.78,7,100.0,9,800.0,8.0,,0
2023-07-01,A11D,3,3,100.0,3,100.0,3,1833.33,2.0,,0
2023-07-01,A11E,2,2,100.0,1,50.0,2,4000.0,2.0,,0
2023-07-01,A12A,5,5,100.0,4,80.0,5,1300.0,3.0,,0
2023-07-01,A12B,7,3,42.86,3,100.0,5,928.57,6.0,50.0,1
2023-07-01,A12C,4,3,75.0,3,100.0,4,1012.5,3.0,0.0,0
2023-07-01,A16A,2,2,100.0,2,100.0,1,2600.0,2.0,,0
2023-07-01,B01A,35,26,74.29,26,100.0,30,182.86,22.0,0.0,0
2023-07-01,B03A,5,3,60.0,3,100.0,5,1040.0,5.0,0.0,1
2023-07-01,B03B,3,0,0.0,0,,3,1733.33,2.0,0.0,1
2023-07-01,C01D,6,5,83.33,5,100.0,4,866.67,5.0,,0
2023-07-01,C01E,7,7,100.0,7,100.0,6,1057.14,3.0,,0
2023-07-01,C02A,10,7,70.0,7,100.0,9,645.0,6.0,0.0,0
2023-07-01,C02C,6,3,50.0,3,100.0,5,1225.0,1.0,0.0,1
2023-07-01,C03B,6,2,33.33,2,100.0,6,991.67,3.0,0.0,1
2023-07-01,C03C,8,5,62.5,5,100.0,7,793.75,7.0,0.0,1
2023-07-01,C03D,3,3,100.0,3,100.0,3,2100.0,3.0,,0
2023-07-01,C04A,7,7,100.0,7,100.0,6,971.43,6.0,,0
2023-07-01,C05B,2,1,50.0,1,100.0,2,3525.0,0.0,,1
2023-07-01,C05C,1,1,100.0,1,100.0,1,7400.0,0.0,,0
2023-07-01,C07A,38,36,94.74,35,97.22,35,161.84,30.0,0.0,0
2023-07-01,C08C,14,11,78.57,8,72.73,14,478.57,12.0,0.0,0
2023-07-01,C09A,29,21,72.41,20,95.24,28,193.1,23.0,0.0,0
2023-07-01,C09B,40,28,70.0,27,96.43,38,153.75,28.0,0.0,0
2023-07-01,C09C,5,3,60.0,3,100.0,5,1020.0,3.0,0.0,1
2023-07-01,C09D,7,5,71.43,5,100.0,7,857.14,5.0,0.0,0
2023-07-01,C10A,45,20,44.44,17,85.0,41,135.56,29.0,0.0,1
2023-07-01,C10B,3,2,66.67,2,100.0,3,2533.33,2.0,0.0,1
2023-07-01,D01A,1,0,0.0,0,,1,6900.0,1.0,0.0,1
2023-07-01,D02A,1,1,100.0,1,100.0,1,8300.0,1.0,,0
2023-07-01,D07A,5,4,80.0,4,100.0,5,1040.0,5.0,,0
2023-07-01,D07C,4,1,25.0,1,100.0,4,587.5,4.0,0.0,1
2023-07-01,D07X,1,0,0.0,0,,1,6200.0,0.0,,1
2023-07-01,G01A,2,1,50.0,1,100.0,2,2175.0,2.0,,1
2023-07-01,G03A,2,1,50.0,1,100.0,2,1800.0,2.0,,1
2023-07-01,G04B,2,2,100.0,2,100.0,2,3525.0,1.0,,0
2023-07-01,G04C,1,1,100.0,1,100.0,1,5400.0,0.0,,0
2023-07-01,H01B,1,0,0.0,0,,1,900.0,0.0,0.0,1
2023-07-01,H03A,6,5,83.33,5,100.0,6,791.67,6.0,0.0,0
2023-07-01,H03B,5,3,60.0,3,100.0,5,1080.0,4.0,0.0,1
2023-07-01,ISMT,8,5,62.5,5,100.0,8,737.5,6.0,0.0,1
2023-07-01,J01A,1,1,100.0,1,100.0,1,4700.0,1.0,,0
2023-07-01,J01C,15,11,73.33,8,72.73,15,286.67,14.0,0.0,0
2023-07-01,J01D,5,1,20.0,1,100.0,5,1040.0,5.0,0.0,1
2023-07-01,J01E,3,2,66.67,2,100.0,3,1666.67,3.0,,1
2023-07-01,J01F,4,4,100.0,3,75.0,4,1275.0,4.0,,0
2023-07-01,J01M,5,4,80.0,4,100.0,5,1120.0,4.0,,0
2023-07-01,J01X,4,0,0.0,0,,4,1087.5,4.0,0.0,1
2023-07-01,J02A,1,1,100.0,1,100.0,1,8300.0,1.0,,0
2023-07-01,J07A,2,1,50.0,1,100.0,2,1025.0,1.0,0.0,1
2023-07-01,L01X,1,1,100.0,1,100.0,1,5600.0,0.0,,0
2023-07-01,L02A,1,1,100.0,1,100.0,1,4700.0,1.0,,0
2023-07-01,L02B,1,1,100.0,1,100.0,1,4700.0,1.0,,0
2023-07-01,M01A,52,38,73.08,35,92.11,47,101.92,39.0,0.0,0
2023-07-01,M02A,8,7,87.5,6,85.71,8,781.25,7.0,0.0,0
2023-07-01,M03B,11,10,90.91,8,80.0,11,509.09,7.0,,0
2023-07-01,M04A,8,5,62.5,5,100.0,8,681.25,4.0,0.0,1
2023-07-01,MISSING,57,53,92.98,49,92.45,24,119.3,54.0,,0
2023-07-01,N02A,8,7,87.5,6,85.71,8,793.75,6.0,,0
2023-07-01,N02B,14,13,92.86,13,100.0,13,396.43,9.0,,0
2023-07-01,N03A,3,3,100.0,3,100.0,3,2366.67,1.0,,0
2023-07-01,N04B,1,1,100.0,1,100.0,1,5900.0,1.0,,0
2023-07-01,N05A,1,0,0.0,0,,1,1500.0,0.0,,1
2023-07-01,N05B,26,22,84.62,22,100.0,24,215.38,21.0,,0
2023-07-01,N05C,4,3,75.0,3,100.0,4,1675.0,3.0,,0
2023-07-01,N06A,5,5,100.0,5,100.0,4,1040.0,4.0,,0
2023-07-01,N06B,8,6,75.0,6,100.0,7,918.75,3.0,0.0,0
2023-07-01,N07C,2,0,0.0,0,,2,3450.0,2.0,0.0,1
2023-07-01,R01A,5,1,20.0,1,100.0,5,1040.0,5.0,25.0,1
2023-07-01,R03A,14,13,92.86,11,84.62,14,396.43,12.0,,0
2023-07-01,R03B,4,4,100.0,3,75.0,4,1750.0,4.0,,0
2023-07-01,R03D,10,8,80.0,8,100.0,9,585.0,8.0,,0
2023-07-01,R05C,4,2,50.0,1,50.0,4,1187.5,3.0,0.0,1
2023-07-01,R06A,19,8,42.11,7,87.5,18,263.16,15.0,0.0,1
2023-07-01,S01A,3,1,33.33,1,100.0,3,0.0,3.0,0.0,1
2023-07-01,S01B,1,1,100.0,1,100.0,1,6900.0,1.0,,0
2023-07-01,S01C,1,1,100.0,1,100.0,1,5100.0,1.0,,0
2023-07-01,S01E,3,3,100.0,2,66.67,3,2200.0,2.0,,0
2023-07-01,S03A,1,0,0.0,0,,1,500.0,1.0,0.0,1
2023-07-01,V06D,2,1,50.0,1,100.0,2,775.0,2.0,0.0,1
2023-08-01,A02B,63,47,74.6,44,93.62,60,95.24,51.0,0.0,0
2023-08-01,A03A,4,4,100.0,4,100.0,4,1537.5,4.0,,0
2023-08-01,A03F,3,2,66.67,2,100.0,3,2033.33,3.0,,1
2023-08-01,A05B,1,0,0.0,0,,1,5300.0,0.0,0.0,1
2023-08-01,A06A,1,1,100.0,1,100.0,1,6000.0,1.0,,0
2023-08-01,A07C,1,1,100.0,0,0.0,1,2600.0,0.0,,0
2023-08-01,A07X,1,0,0.0,0,,1,4200.0,1.0,,1
2023-08-01,A09A,2,0,0.0,0,,2,1775.0,2.0,0.0,1
2023-08-01,A10A,3,3,100.0,3,100.0,3,1933.33,1.0,,0
2023-08-01,A10B,31,17,54.84,15,88.24,30,190.32,26.0,0.0,1
2023-08-01,A11C,7,6,85.71,6,100.0,7,957.14,7.0,,0
2023-08-01,A11D,6,2,33.33,2,100.0,6,1041.67,6.0,0.0,1
2023-08-01,A11E,1,1,100.0,0,0.0,1,6700.0,1.0,,0
2023-08-01,A11G,2,2,100.0,2,100.0,2,3150.0,2.0,,0
2023-08-01,A12A,6,6,100.0,5,83.33,6,1250.0,6.0,,0
2023-08-01,A12B,8,5,62.5,5,100.0,8,762.5,7.0,0.0,1
2023-08-01,A12C,6,4,66.67,4,100.0,6,1083.33,5.0,0.0,1
2023-08-01,A16A,4,3,75.0,3,100.0,4,1450.0,2.0,,0
2023-08-01,B01A,36,33,91.67,32,96.97,34,168.06,28.0,,0
2023-08-01,B02B,1,1,100.0,1,100.0,1,5700.0,0.0,,0
2023-08-01,B03A,8,2,25.0,2,100.0,8,525.0,7.0,0.0,1
2023-08-01,B03B,5,2,40.0,1,50.0,5,1160.0,2.0,0.0,1
2023-08-01,C01D,7,4,57.14,4,100.0,6,928.57,7.0,0.0,1
2023-08-01,C01E,8,7,87.5,7,100.0,8,806.25,8.0,,0
2023-08-01,C02A,13,6,46.15,6,100.0,13,415.38,11.0,0.0,1
2023-08-01,C02C,3,2,66.67,2,100.0,3,2066.67,3.0,0.0,1
2023-08-01,C03B,5,3,60.0,3,100.0,5,1140.0,4.0,50.0,1
2023-08-01,C03C,10,7,70.0,7,100.0,10,625.0,9.0,0.0,0
2023-08-01,C03D,6,4,66.67,4,100.0,6,1058.33,4.0,0.0,1
2023-08-01,C03E,1,0,0.0,0,,1,6000.0,1.0,,1
2023-08-01,C04A,3,3,100.0,3,100.0,3,2266.67,2.0,,0
2023-08-01,C05A,1,1,100.0,0,0.0,1,2600.0,0.0,,0
2023-08-01,C05B,2,0,0.0,0,,2,2675.0,1.0,0.0,1
2023-08-01,C07A,66,44,66.67,43,97.73,63,83.33,53.0,9.09,1
2023-08-01,C08C,17,12,70.59,12,100.0,17,364.71,13.0,0.0,0
2023-08-01,C08D,1,0,0.0,0,,1,6800.0,1.0,0.0,1
2023-08-01,C09A,40,22,55.0,21,95.45,39,140.0,28.0,0.0,1
2023-08-01,C09B,60,36,60.0,35,97.22,58,91.67,47.0,11.76,1
2023-08-01,C09C,10,7,70.0,7,100.0,8,615.0,7.0,0.0,0
2023-08-01,C09D,9,5,55.56,5,100.0,8,677.78,7.0,0.0,1
2023-08-01,C10A,60,28,46.67,24,85.71,58,95.83,41.0,3.85,1
2023-08-01,C10B,5,4,80.0,3,75.0,5,1140.0,4.0,,0
2023-08-01,D01A,1,0,0.0,0,,1,6700.0,1.0,0.0,1
2023-08-01,D02A,2,2,100.0,2,100.0,2,3325.0,2.0,,0
2023-08-01,D06B,1,0,0.0,0,,1,4300.0,1.0,,1
2023-08-01,D07A,1,1,100.0,0,0.0,1,5500.0,1.0,,0
2023-08-01,D07C,3,1,33.33,1,100.0,3,2200.0,2.0,0.0,1
2023-08-01,D11A,1,1,100.0,1,100.0,1,6200.0,1.0,,0
2023-08-01,G01A,3,2,66.67,1,50.0,3,1466.67,3.0,0.0,1
2023-08-01,G02B,1,1,100.0,1,100.0,1,3400.0,1.0,,0
2023-08-01,G03A,4,4,100.0,2,50.0,4,825.0,4.0,,0
2023-08-01,G03F,2,2,100.0,2,100.0,1,2650.0,2.0,,0
2023-08-01,G04B,5,4,80.0,4,100.0,5,1420.0,4.0,,0
2023-08-01,G04C,2,2,100.0,2,100.0,1,3300.0,0.0,,0
2023-08-01,H02A,3,2,66.67,2,100.0,3,2033.33,3.0,,1
2023-08-01,H03A,5,5,100.0,5,100.0,4,840.0,5.0,,0
2023-08-01,H03B,1,1,100.0,1,100.0,1,8200.0,1.0,,0
2023-08-01,ISMT,7,5,71.43,5,100.0,7,714.29,7.0,0.0,0
2023-08-01,J01C,12,8,66.67,7,87.5,12,475.0,11.0,0.0,1
2023-08-01,J01D,1,1,100.0,1,100.0,1,100.0,1.0,,0
2023-08-01,J01E,9,8,88.89,8,100.0,9,688.89,8.0,,0
2023-08-01,J01F,11,7,63.64,7,100.0,11,500.0,10.0,0.0,1
2023-08-01,J01M,4,4,100.0,4,100.0,4,1475.0,4.0,,0
2023-08-01,J01X,3,1,33.33,1,100.0,3,933.33,3.0,0.0,1
2023-08-01,L01B,1,1,100.0,0,0.0,1,4800.0,1.0,,0
2023-08-01,M01A,62,48,77.42,45,93.75,58,96.77,55.0,0.0,0
2023-08-01,M01B,1,1,100.0,1,100.0,1,4700.0,1.0,,0
2023-08-01,M02A,17,16,94.12,15,93.75,16,352.94,13.0,0.0,0
2023-08-01,M03B,11,8,72.73,7,87.5,11,527.27,10.0,0.0,0
2023-08-01,M04A,11,8,72.73,7,87.5,11,600.0,8.0,0.0,0
2023-08-01,M05B,1,1,100.0,1,100.0,1,7400.0,1.0,,0
2023-08-01,MISSING,34,27,79.41,27,100.0,19,195.59,27.0,,0
2023-08-01,N01B,1,1,100.0,1,100.0,1,7400.0,1.0,,0
2023-08-01,N02A,17,15,88.24,15,100.0,16,376.47,14.0,0.0,0
2023-08-01,N02B,25,22,88.0,20,90.91,25,240.0,20.0,,0
2023-08-01,N02C,1,1,100.0,1,100.0,1,6600.0,1.0,,0
2023-08-01,N03A,5,5,100.0,5,100.0,5,1080.0,3.0,,0
2023-08-01,N05A,5,4,80.0,4,100.0,5,1200.0,4.0,,0
2023-08-01,N05B,41,34,82.93,32,94.12,39,151.22,35.0,0.0,0
2023-08-01,N05C,5,4,80.0,3,75.0,5,1240.0,5.0,,0
2023-08-01,N06A,9,5,55.56,5,100.0,8,777.78,9.0,0.0,1
2023-08-01,N06B,18,13,72.22,11,84.62,18,372.22,15.0,0.0,0
2023-08-01,N06D,2,2,100.0,2,100.0,2,3725.0,2.0,,0
2023-08-01,N07C,6,2,33.33,2,100.0,6,1183.33,6.0,,1
2023-08-01,R01A,3,2,66.67,2,100.0,3,1366.67,3.0,,1
2023-08-01,R03A,19,16,84.21,14,87.5,19,284.21,13.0,,0
2023-08-01,R03B,6,6,100.0,5,83.33,6,958.33,4.0,,0
2023-08-01,R03D,11,8,72.73,8,100.0,10,554.55,11.0,,0
2023-08-01,R05C,3,2,66.67,1,50.0,3,1166.67,2.0,,1
2023-08-01,R05D,1,1,100.0,1,100.0,1,4700.0,1.0,,0
2023-08-01,R05F,1,1,100.0,0,0.0,1,5000.0,1.0,,0
2023-08-01,R06A,15,10,66.67,10,100.0,14,313.33,11.0,0.0,1
2023-08-01,S01A,3,3,100.0,3,100.0,3,2066.67,3.0,,0
2023-08-01,S01E,3,1,33.33,1,100.0,3,2000.0,3.0,0.0,1
2023-08-01,S01G,1,1,100.0,1,100.0,1,2400.0,1.0,,0
2023-08-01,V06C,1,1,100.0,1,100.0,1,100.0,1.0,,0
2023-08-01,V06D,2,1,50.0,1,100.0,2,2800.0,1.0,0.0,1
2023-09-01,A02B,75,57,76.0,53,92.98,73,78.67,53.0,0.0,0
2023-09-01,A03A,7,7,100.0,5,71.43,7,871.43,6.0,,0
2023-09-01,A03F,2,2,100.0,2,100.0,2,2625.0,2.0,,0
2023-09-01,A05B,4,4,100.0,4,100.0,4,1312.5,3.0,,0
2023-09-01,A07A,2,1,50.0,1,100.0,2,2825.0,2.0,100.0,1
2023-09-01,A07B,1,0,0.0,0,,1,6200.0,1.0,0.0,1
2023-09-01,A07E,3,1,33.33,0,0.0,3,2033.33,2.0,,1
2023-09-01,A07X,1,0,0.0,0,,1,4800.0,1.0,,1
2023-09-01,A09A,1,1,100.0,1,100.0,1,7300.0,1.0,,0
2023-09-01,A10A,6,6,100.0,5,83.33,5,1258.33,3.0,,0
2023-09-01,A10B,31,21,67.74,19,90.48,27,200.0,21.0,12.5,1
2023-09-01,A11C,16,13,81.25,11,84.62,16,415.62,13.0,0.0,0
2023-09-01,A11D,7,4,57.14,3,75.0,7,871.43,4.0,0.0,1
2023-09-01,A11E,5,1,20.0,0,0.0,5,1180.0,4.0,0.0,1
2023-09-01,A11G,3,3,100.0,1,33.33,3,2100.0,3.0,,0
2023-09-01,A12A,7,7,100.0,6,85.71,7,928.57,7.0,,0
2023-09-01,A12B,6,5,83.33,5,100.0,6,966.67,4.0,,0
2023-09-01,A12C,6,5,83.33,5,100.0,6,883.33,5.0,0.0,0
2023-09-01,A16A,5,3,60.0,3,100.0,4,1180.0,2.0,,1
2023-09-01,B01A,47,41,87.23,38,92.68,45,131.91,29.0,0.0,0
2023-09-01,B03A,1,1,100.0,1,100.0,1,100.0,1.0,,0
2023-09-01,B03B,3,1,33.33,1,100.0,3,2000.0,1.0,0.0,1
2023-09-01,C01B,1,1,100.0,1,100.0,1,6300.0,0.0,,0
2023-09-01,C01D,9,8,88.89,7,87.5,9,744.44,6.0,0.0,0
2023-09-01,C01E,9,9,100.0,9,100.0,9,755.56,7.0,,0
2023-09-01,C02A,6,2,33.33,2,100.0,6,1166.67,3.0,0.0,1
2023-09-01,C02C,6,5,83.33,5,100.0,5,1066.67,2.0,0.0,0
2023-09-01,C03B,9,5,55.56,4,80.0,9,666.67,5.0,0.0,1
2023-09-01,C03C,11,8,72.73,7,87.5,9,572.73,5.0,0.0,0
2023-09-01,C03D,8,7,87.5,5,71.43,8,812.5,4.0,0.0,0
2023-09-01,C03E,3,3,100.0,1,33.33,3,2333.33,2.0,,0
2023-09-01,C04A,6,5,83.33,2,40.0,6,1108.33,4.0,,0
2023-09-01,C05A,2,2,100.0,1,50.0,2,2550.0,1.0,,0
2023-09-01,C05B,2,1,50.0,1,100.0,2,3725.0,2.0,0.0,1
2023-09-01,C05C,6,3,50.0,1,33.33,6,858.33,4.0,0.0,1
2023-09-01,C07A,59,50,84.75,46,92.0,57,101.69,39.0,0.0,0
2023-09-01,C07F,1,1,100.0,1,100.0,1,3700.0,0.0,,0
2023-09-01,C08C,20,14,70.0,13,92.86,19,305.0,16.0,0.0,0
2023-09-01,C08D,1,1,100.0,1,100.0,1,7300.0,1.0,,0
2023-09-01,C09A,36,22,61.11,17,77.27,35,166.67,18.0,10.0,1
2023-09-01,C09B,72,53,73.61,51,96.23,69,85.42,46.0,0.0,0
2023-09-01,C09C,9,7,77.78,7,100.0,8,611.11,6.0,0.0,0
2023-09-01,C09D,8,5,62.5,5,100.0,8,768.75,6.0,0.0,1
2023-09-01,C10A,63,28,44.44,28,100.0,60,96.83,42.0,3.03,1
2023-09-01,C10B,2,1,50.0,1,100.0,2,2975.0,2.0,0.0,1
2023-09-01,D01A,3,2,66.67,2,100.0,3,1433.33,3.0,0.0,1
2023-09-01,D02A,2,2,100.0,2,100.0,2,3475.0,2.0,,0
2023-09-01,D06A,2,1,50.0,1,100.0,2,2425.0,2.0,0.0,1
2023-09-01,D06B,1,1,100.0,0,0.0,1,4400.0,1.0,,0
2023-09-01,D07A,2,1,50.0,1,100.0,2,2950.0,2.0,0.0,1
2023-09-01,D07C,3,2,66.67,2,100.0,3,2066.67,3.0,,1
2023-09-01,D07X,1,1,100.0,0,0.0,1,4600.0,0.0,,0
2023-09-01,D11A,2,1,50.0,1,100.0,2,3100.0,2.0,0.0,1
2023-09-01,G01A,2,2,100.0,2,100.0,2,2475.0,2.0,,0
2023-09-01,G03A,2,1,50.0,1,100.0,2,1125.0,2.0,100.0,1
2023-09-01,G03C,1,1,100.0,1,100.0,1,4900.0,1.0,,0
2023-09-01,G03D,1,1,100.0,1,100.0,1,4700.0,1.0,,0
2023-09-01,G04B,2,2,100.0,2,100.0,2,2925.0,2.0,,0
2023-09-01,G04C,3,2,66.67,2,100.0,3,2466.67,0.0,,1
2023-09-01,H03A,6,5,83.33,5,100.0,6,1058.33,6.0,0.0,0
2023-09-01,ISMT,10,4,40.0,3,75.0,10,525.0,9.0,0.0,1
2023-09-01,J01C,17,15,88.24,15,100.0,17,329.41,13.0,0.0,0
2023-09-01,J01D,10,6,60.0,5,83.33,10,590.0,8.0,25.0,1
2023-09-01,J01E,6,5,83.33,4,80.0,6,966.67,5.0,,0
2023-09-01,J01F,14,10,71.43,8,80.0,14,428.57,13.0,33.33,0
2023-09-01,J01M,14,13,92.86,12,92.31,14,410.71,13.0,0.0,0
2023-09-01,J01X,6,0,0.0,0,,6,683.33,6.0,0.0,1
2023-09-01,J05A,3,3,100.0,2,66.67,3,2066.67,3.0,,0
2023-09-01,J07A,1,1,100.0,1,100.0,1,8700.0,1.0,,0
2023-09-01,M01A,66,57,86.36,51,89.47,64,91.67,55.0,14.29,0
2023-09-01,M01B,1,1,100.0,0,0.0,1,5200.0,1.0,,0
2023-09-01,M02A,9,8,88.89,7,87.5,8,711.11,6.0,,0
2023-09-01,M03B,18,13,72.22,11,84.62,18,308.33,13.0,0.0,0
2023-09-01,M04A,15,13,86.67,13,100.0,14,420.0,8.0,0.0,0
2023-09-01,MISSING,428,260,60.75,243,93.46,95,14.25,333.0,0.0,1
2023-09-01,N02A,16,13,81.25,11,84.62,16,390.62,15.0,0.0,0
2023-09-01,N02B,17,14,82.35,11,78.57,17,358.82,16.0,0.0,0
2023-09-01,N02C,1,1,100.0,1,100.0,1,6100.0,1.0,,0
2023-09-01,N03A,6,6,100.0,6,100.0,6,958.33,6.0,,0
2023-09-01,N04A,1,1,100.0,1,100.0,1,5900.0,1.0,,0
2023-09-01,N05A,4,4,100.0,3,75.0,4,1337.5,3.0,,0
2023-09-01,N05B,48,46,95.83,44,95.65,48,127.08,38.0,,0
2023-09-01,N05C,7,6,85.71,5,83.33,7,942.86,3.0,0.0,0
2023-09-01,N06A,12,9,75.0,7,77.78,12,491.67,12.0,,0
2023-09-01,N06B,24,16,66.67,15,93.75,23,268.75,15.0,0.0,1
2023-09-01,N06D,1,1,100.0,1,100.0,1,5500.0,1.0,,0
2023-09-01,N07B,2,0,0.0,0,,2,2450.0,2.0,0.0,1
2023-09-01,N07C,6,3,50.0,3,100.0,6,1050.0,4.0,0.0,1
2023-09-01,P02C,1,0,0.0,0,,1,500.0,1.0,0.0,1
2023-09-01,R01A,7,1,14.29,1,100.0,7,857.14,5.0,0.0,1
2023-09-01,R03A,18,13,72.22,11,84.62,17,344.44,12.0,0.0,0
2023-09-01,R03B,7,7,100.0,7,100.0,7,885.71,5.0,,0
2023-09-01,R03D,16,15,93.75,15,100.0,16,384.38,13.0,,0
2023-09-01,R05C,4,2,50.0,1,50.0,4,1000.0,4.0,0.0,1
2023-09-01,R05D,2,1,50.0,1,100.0,2,1275.0,2.0,0.0,1
2023-09-01,R06A,23,15,65.22,12,80.0,23,243.48,19.0,14.29,1
2023-09-01,S01A,2,2,100.0,2,100.0,2,1625.0,2.0,,0
2023-09-01,S01C,2,2,100.0,2,100.0,2,3075.0,1.0,,0
2023-09-01,S01E,5,5,100.0,4,80.0,5,1020.0,5.0,,0
2023-09-01,S02C,1,0,0.0,0,,1,4300.0,1.0,0.0,1
2023-09-01,V07A,1,1,100.0,0,0.0,1,5900.0,1.0,,0
2023-10-01,A02B,69,50,72.46,48,96.0,63,82.61,49.0,0.0,0
2023-10-01,A03A,9,8,88.89,7,87.5,9,688.89,8.0,,0
2023-10-01,A03C,2,2,100.0,2,100.0,2,2225.0,1.0,,0
2023-10-01,A03F,4,4,100.0,4,100.0,4,1362.5,3.0,,0
2023-10-01,A06A,2,2,100.0,1,50.0,2,3225.0,2.0,,0
2023-10-01,A07C,1,0,0.0,0,,1,5400.0,0.0,100.0,1
2023-10-01,A07D,1,0,0.0,0,,1,4800.0,1.0,,1
2023-10-01,A07E,1,1,100.0,1,100.0,1,6300.0,0.0,,0
2023-10-01,A07X,1,0,0.0,0,,1,5900.0,1.0,,1
2023-10-01,A09A,1,0,0.0,0,,1,6300.0,0.0,,1
2023-10-01,A10A,5,4,80.0,4,100.0,3,960.0,2.0,0.0,0
2023-10-01,A10B,27,15,55.56,13,86.67,22,229.63,12.0,0.0,1
2023-10-01,A11C,9,9,100.0,9,100.0,9,755.56,8.0,,0
2023-10-01,A11D,4,3,75.0,3,100.0,4,1225.0,2.0,0.0,0
2023-10-01,A11E,3,0,0.0,0,,3,2200.0,2.0,0.0,1
2023-10-01,A11G,2,1,50.0,0,0.0,2,2725.0,2.0,,1
2023-10-01,A12A,4,3,75.0,3,100.0,4,1650.0,3.0,,0
2023-10-01,A12B,4,3,75.0,2,66.67,3,1475.0,2.0,0.0,0
2023-10-01,A12C,5,3,60.0,3,100.0,4,1140.0,1.0,0.0,1
2023-10-01,A16A,3,3,100.0,3,100.0,3,1966.67,2.0,,0
2023-10-01,B01A,46,42,91.3,35,83.33,37,135.87,29.0,0.0,0
2023-10-01,B02B,1,0,0.0,0,,1,4700.0,1.0,0.0,1
2023-10-01,B03A,10,1,10.0,1,100.0,10,420.0,9.0,0.0,1
2023-10-01,B03B,5,0,0.0,0,,5,1000.0,3.0,0.0,1
2023-10-01,C01B,3,2,66.67,2,100.0,2,2433.33,2.0,0.0,1
2023-10-01,C01D,7,6,85.71,4,66.67,7,885.71,5.0,0.0,0
2023-10-01,C01E,9,9,100.0,8,88.89,9,688.89,6.0,,0
2023-10-01,C02A,9,3,33.33,2,66.67,9,655.56,8.0,0.0,1
2023-10-01,C02C,5,4,80.0,4,100.0,5,1240.0,3.0,0.0,0
2023-10-01,C03B,7,4,57.14,3,75.0,7,885.71,5.0,0.0,1
2023-10-01,C03C,7,6,85.71,6,100.0,7,871.43,4.0,0.0,0
2023-10-01,C03D,11,7,63.64,7,100.0,10,572.73,6.0,0.0,1
2023-10-01,C03E,2,2,100.0,2,100.0,2,3575.0,1.0,,0
2023-10-01,C04A,3,2,66.67,0,0.0,3,2066.67,2.0,0.0,1
2023-10-01,C05A,2,1,50.0,1,100.0,2,1875.0,2.0,0.0,1
2023-10-01,C05B,2,0,0.0,0,,2,3475.0,1.0,0.0,1
2023-10-01,C07A,52,40,76.92,37,92.5,43,119.23,38.0,0.0,0
2023-10-01,C08C,16,5,31.25,4,80.0,16,359.38,10.0,0.0,1
2023-10-01,C08D,1,1,100.0,1,100.0,1,8100.0,1.0,,0
2023-10-01,C08G,2,2,100.0,2,100.0,1,2850.0,2.0,,0
2023-10-01,C09A,29,17,58.62,16,94.12,27,203.45,13.0,0.0,1
2023-10-01,C09B,63,41,65.08,39,95.12,52,93.65,45.0,0.0,1
2023-10-01,C09C,6,6,100.0,4,66.67,6,1008.33,5.0,,0
2023-10-01,C09D,9,7,77.78,7,100.0,9,700.0,7.0,0.0,0
2023-10-01,C10A,80,36,45.0,34,94.44,72,75.0,47.0,0.0,1
2023-10-01,C10B,2,2,100.0,2,100.0,2,3025.0,1.0,,0
